"ANO_EXERCICIO","COD_REFERENCIA","COD_ESFE","COD_ORUN_O","PRD_TBO0ORUN_1_TIT_CLASSIFICADOR","COD_ORUN_U","PRD_TBO0ORUN_TIT_CLASSIFICADOR","COD_FUNC","PRD_TBO0FUNC_TIT_CLASSIFICADOR","COD_SBFU","PRD_TBO0SBFU_TIT_CLASSIFICADOR","COD_PROG","PRD_TBO0PROG_TIT_CLASSIFICADOR","COD_ACAO","NOM_ACAO","COD_LOCG","NOM_LOCG","COD_BEMS","DES_BEM_SERVICO","COD_UNIDADE_MED","TIT_UNIDADE_MED"
2008,829821,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,832464,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados","20120026","No Estado de Pernambuco","0700","Servidor beneficiado",4,"unidade"
2008,829697,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,832340,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados","20110026","No Estado de Pernambuco","0700","Servidor beneficiado",4,"unidade"
2008,828288,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29920000","Funcionamento da Educação Profissional",,,"0014","Aluno matriculado",1,"unidade"
2008,830977,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29920000","Funcionamento da Educação Profissional","29920026","No Estado de Pernambuco","0014","Aluno matriculado",1,"unidade"
2008,880458,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","1H770000","Expansão do Ensino Superior - Campus de Garanhuns",,,"8038","Vaga disponibilizada",78,"unidade"
2008,880540,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","1H770000","Expansão do Ensino Superior - Campus de Garanhuns","1H770101","No Município de Garanhuns - PE","8038","Vaga disponibilizada",78,"unidade"
2008,880459,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","1H780000","Expansão do Ensino Superior - Campus de Serra Talhada",,,"8038","Vaga disponibilizada",78,"unidade"
2008,880541,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","1H780000","Expansão do Ensino Superior - Campus de Serra Talhada","1H780101","No Município de Serra Talhada - PE","8038","Vaga disponibilizada",78,"unidade"
2008,828828,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40020000","Assistência ao Estudante do Ensino de Graduação",,,"2417","Aluno assistido",1,"unidade"
2008,831409,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40020000","Assistência ao Estudante do Ensino de Graduação","40020026","No Estado de Pernambuco","2417","Aluno assistido",1,"unidade"
2008,828892,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40040000","Serviços à Comunidade por meio da Extensão Universitária",,,"0265","Pessoa beneficiada",1,"unidade"
2008,831579,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40040000","Serviços à Comunidade por meio da Extensão Universitária","40040026","No Estado de Pernambuco","0265","Pessoa beneficiada",1,"unidade"
2008,846231,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40080000","Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino",,,"AAGC","Volume disponibilizado",1,"unidade"
2008,848683,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40080000","Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino","40080026","No Estado de Pernambuco","AAGC","Volume disponibilizado",1,"unidade"
2008,829928,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40090000","Funcionamento de Cursos de Graduação",,,"0014","Aluno matriculado",1,"unidade"
2008,832610,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40090000","Funcionamento de Cursos de Graduação","40090026","No Estado de Pernambuco","0014","Aluno matriculado",1,"unidade"
2008,846365,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","40060000","Funcionamento de Cursos de Pós-Graduação",,,"0014","Aluno matriculado",1,"unidade"
2008,848817,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","364","Ensino Superior","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","40060000","Funcionamento de Cursos de Pós-Graduação","40060026","No Estado de Pernambuco","0014","Aluno matriculado",1,"unidade"
2008,829556,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados",,,"0099","Criança atendida",1,"unidade"
2008,832216,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados","20100026","No Estado de Pernambuco","0099","Criança atendida",1,"unidade"
2008,871181,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","571","Desenvolvimento Científico","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","86670000","Pesquisa Universitária e Difusão de seus Resultados",,,"1366","Pesquisa publicada",2,"unidade"
2008,871332,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","12","Educação","571","Desenvolvimento Científico","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","86670000","Pesquisa Universitária e Difusão de seus Resultados","86670026","No Estado de Pernambuco","1366","Pesquisa publicada",2,"unidade"
2008,834850,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","28","Encargos Especiais","846","Outros Encargos Especiais","0901","Operações Especiais: Cumprimento de Sentenças Judiciais","00050000","Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas",,,"0000","-",205,"-"
2008,834853,"10","26000O","Ministério da Educação","26248U","Universidade Federal Rural de Pernambuco","28","Encargos Especiais","846","Outros Encargos Especiais","0901","Operações Especiais: Cumprimento de Sentenças Judiciais","00050000","Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas","00050026","No Estado de Pernambuco","0000","-",205,"-"
2008,846282,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","122","Administração Geral","1073","Brasil Universitário","09HB0000","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais",,,"0000","-",205,"-"
2008,848734,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","122","Administração Geral","1073","Brasil Universitário","09HB0000","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","09HB0001","Nacional","0000","-",205,"-"
2008,829341,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","128","Formação de Recursos Humanos","1067","Gestão da Política de Educação","45720000","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação",,,"1671","Servidor capacitado",2,"unidade"
2008,831607,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","128","Formação de Recursos Humanos","1067","Gestão da Política de Educação","45720000","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação","45720033","No Estado do Rio de Janeiro","1671","Servidor capacitado",2,"unidade"
2008,829822,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,832465,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados","20120033","No Estado do Rio de Janeiro","0700","Servidor beneficiado",4,"unidade"
2008,829698,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,832341,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados","20110033","No Estado do Rio de Janeiro","0700","Servidor beneficiado",4,"unidade"
2008,828610,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","361","Ensino Fundamental","1061","Brasil Escolarizado","40010000","Funcionamento do Ensino Fundamental na Rede Federal",,,"0014","Aluno matriculado",1,"unidade"
2008,831276,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","361","Ensino Fundamental","1061","Brasil Escolarizado","40010000","Funcionamento do Ensino Fundamental na Rede Federal","40010033","No Estado do Rio de Janeiro","0014","Aluno matriculado",1,"unidade"
2008,828289,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29920000","Funcionamento da Educação Profissional",,,"0014","Aluno matriculado",1,"unidade"
2008,830978,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29920000","Funcionamento da Educação Profissional","29920033","No Estado do Rio de Janeiro","0014","Aluno matriculado",1,"unidade"
2008,827978,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29940000","Assistência ao Educando da Educação Profissional",,,"2417","Aluno assistido",1,"unidade"
2008,830861,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29940000","Assistência ao Educando da Educação Profissional","29940033","No Estado do Rio de Janeiro","2417","Aluno assistido",1,"unidade"
2008,891222,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","10US0000","Expansão do Ensino Superior - Campus de Três Rios",,,"8038","Vaga disponibilizada",78,"unidade"
2008,891540,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","10US0000","Expansão do Ensino Superior - Campus de Três Rios","10US0101","No Município de Três Rios - RJ","8038","Vaga disponibilizada",78,"unidade"
2008,880460,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","1H790000","Expansão do Ensino Superior - Campus de Nova Iguaçu",,,"8038","Vaga disponibilizada",78,"unidade"
2008,880542,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","1H790000","Expansão do Ensino Superior - Campus de Nova Iguaçu","1H790101","No Município de Nova Iguaçu - RJ","8038","Vaga disponibilizada",78,"unidade"
2008,828829,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40020000","Assistência ao Estudante do Ensino de Graduação",,,"2417","Aluno assistido",1,"unidade"
2008,831410,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40020000","Assistência ao Estudante do Ensino de Graduação","40020033","No Estado do Rio de Janeiro","2417","Aluno assistido",1,"unidade"
2008,828893,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40040000","Serviços à Comunidade por meio da Extensão Universitária",,,"0265","Pessoa beneficiada",1,"unidade"
2008,831580,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40040000","Serviços à Comunidade por meio da Extensão Universitária","40040033","No Estado do Rio de Janeiro","0265","Pessoa beneficiada",1,"unidade"
2008,846232,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40080000","Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino",,,"AAGC","Volume disponibilizado",1,"unidade"
2008,848684,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40080000","Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino","40080033","No Estado do Rio de Janeiro","AAGC","Volume disponibilizado",1,"unidade"
2008,829941,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40090000","Funcionamento de Cursos de Graduação",,,"0014","Aluno matriculado",1,"unidade"
2008,832611,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40090000","Funcionamento de Cursos de Graduação","40090033","No Estado do Rio de Janeiro","0014","Aluno matriculado",1,"unidade"
2008,829128,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","63280000","Universidade Aberta e a Distância",,,"8038","Vaga disponibilizada",78,"unidade"
2008,831804,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1073","Brasil Universitário","63280000","Universidade Aberta e a Distância","63280033","No Estado do Rio de Janeiro","8038","Vaga disponibilizada",78,"unidade"
2008,846366,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","40060000","Funcionamento de Cursos de Pós-Graduação",,,"0014","Aluno matriculado",1,"unidade"
2008,848818,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","364","Ensino Superior","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","40060000","Funcionamento de Cursos de Pós-Graduação","40060033","No Estado do Rio de Janeiro","0014","Aluno matriculado",1,"unidade"
2008,829557,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados",,,"0099","Criança atendida",1,"unidade"
2008,832217,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados","20100033","No Estado do Rio de Janeiro","0099","Criança atendida",1,"unidade"
2008,871182,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","571","Desenvolvimento Científico","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","86670000","Pesquisa Universitária e Difusão de seus Resultados",,,"1366","Pesquisa publicada",2,"unidade"
2008,871333,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","12","Educação","571","Desenvolvimento Científico","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","86670000","Pesquisa Universitária e Difusão de seus Resultados","86670033","No Estado do Rio de Janeiro","1366","Pesquisa publicada",2,"unidade"
2008,851882,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","28","Encargos Especiais","846","Outros Encargos Especiais","0901","Operações Especiais: Cumprimento de Sentenças Judiciais","00050000","Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas",,,"0000","-",205,"-"
2008,851883,"10","26000O","Ministério da Educação","26249U","Universidade Federal Rural do Rio de Janeiro","28","Encargos Especiais","846","Outros Encargos Especiais","0901","Operações Especiais: Cumprimento de Sentenças Judiciais","00050000","Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas","00050033","No Estado do Rio de Janeiro","0000","-",205,"-"
2008,846283,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","122","Administração Geral","1073","Brasil Universitário","09HB0000","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais",,,"0000","-",205,"-"
2008,848735,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","122","Administração Geral","1073","Brasil Universitário","09HB0000","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","09HB0001","Nacional","0000","-",205,"-"
2008,829342,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","128","Formação de Recursos Humanos","1067","Gestão da Política de Educação","45720000","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação",,,"1671","Servidor capacitado",2,"unidade"
2008,831608,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","128","Formação de Recursos Humanos","1067","Gestão da Política de Educação","45720000","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação","45720014","No Estado de Roraima","1671","Servidor capacitado",2,"unidade"
2008,829823,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,832466,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados","20120014","No Estado de Roraima","0700","Servidor beneficiado",4,"unidade"
2008,829699,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,832342,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados","20110014","No Estado de Roraima","0700","Servidor beneficiado",4,"unidade"
2008,828611,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","361","Ensino Fundamental","1061","Brasil Escolarizado","40010000","Funcionamento do Ensino Fundamental na Rede Federal",,,"0014","Aluno matriculado",1,"unidade"
2008,831277,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","361","Ensino Fundamental","1061","Brasil Escolarizado","40010000","Funcionamento do Ensino Fundamental na Rede Federal","40010014","No Estado de Roraima","0014","Aluno matriculado",1,"unidade"
2008,896701,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29920000","Funcionamento da Educação Profissional",,,"0014","Aluno matriculado",1,"unidade"
2008,896702,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","29920000","Funcionamento da Educação Profissional","29920014","No Estado de Roraima","0014","Aluno matriculado",1,"unidade"
2008,828830,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40020000","Assistência ao Estudante do Ensino de Graduação",,,"2417","Aluno assistido",1,"unidade"
2008,831411,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40020000","Assistência ao Estudante do Ensino de Graduação","40020014","No Estado de Roraima","2417","Aluno assistido",1,"unidade"
2008,828894,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40040000","Serviços à Comunidade por meio da Extensão Universitária",,,"0265","Pessoa beneficiada",1,"unidade"
2008,831581,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40040000","Serviços à Comunidade por meio da Extensão Universitária","40040014","No Estado de Roraima","0265","Pessoa beneficiada",1,"unidade"
2008,846233,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40080000","Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino",,,"AAGC","Volume disponibilizado",1,"unidade"
2008,848685,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40080000","Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino","40080014","No Estado de Roraima","AAGC","Volume disponibilizado",1,"unidade"
2008,829942,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40090000","Funcionamento de Cursos de Graduação",,,"0014","Aluno matriculado",1,"unidade"
2008,832612,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1073","Brasil Universitário","40090000","Funcionamento de Cursos de Graduação","40090014","No Estado de Roraima","0014","Aluno matriculado",1,"unidade"
2008,846367,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","40060000","Funcionamento de Cursos de Pós-Graduação",,,"0014","Aluno matriculado",1,"unidade"
2008,848819,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","364","Ensino Superior","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","40060000","Funcionamento de Cursos de Pós-Graduação","40060014","No Estado de Roraima","0014","Aluno matriculado",1,"unidade"
2008,829558,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados",,,"0099","Criança atendida",1,"unidade"
2008,832218,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados","20100014","No Estado de Roraima","0099","Criança atendida",1,"unidade"
2008,871183,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","571","Desenvolvimento Científico","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","86670000","Pesquisa Universitária e Difusão de seus Resultados",,,"1366","Pesquisa publicada",2,"unidade"
2008,871334,"10","26000O","Ministério da Educação","26250U","Fundação Universidade Federal de Roraima","12","Educação","571","Desenvolvimento Científico","1375","Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica","86670000","Pesquisa Universitária e Difusão de seus Resultados","86670014","No Estado de Roraima","1366","Pesquisa publicada",2,"unidade"
2008,846284,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","122","Administração Geral","1073","Brasil Universitário","09HB0000","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais",,,"0000","-",205,"-"
2008,848736,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","122","Administração Geral","1073","Brasil Universitário","09HB0000","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","09HB0001","Nacional","0000","-",205,"-"
2008,828044,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","128","Formação de Recursos Humanos","1067","Gestão da Política de Educação","45720000","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação",,,"1671","Servidor capacitado",2,"unidade"
2008,830790,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","128","Formação de Recursos Humanos","1067","Gestão da Política de Educação","45720000","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação","45720017","No Estado de Tocantins","1671","Servidor capacitado",2,"unidade"
2008,829824,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,832467,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","306","Alimentação e Nutrição","0750","Apoio Administrativo","20120000","Auxílio-Alimentação aos Servidores e Empregados","20120017","No Estado de Tocantins","0700","Servidor beneficiado",4,"unidade"
2008,829700,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados",,,"0700","Servidor beneficiado",4,"unidade"
2008,835629,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","331","Proteção e Benefícios ao Trabalhador","0750","Apoio Administrativo","20110000","Auxílio-Transporte aos Servidores e Empregados","20110017","No Estado de Tocantins","0700","Servidor beneficiado",4,"unidade"
2008,891223,"10","26000O","Ministério da Educação","26251U","Fundação Universidade Federal do Tocantins","12","Educação","364","Ensino Superior","1073","Brasil Universitário","10ZM0000","Expansão do Ensino Superior - Campus de Araguaína",,,"8038","Vaga disponibilizada",78,"unidade"
