5103106;Biblioteca Pública Municipal Sebastiana Quirino Falone;Av. Araguaia;s/n;Cocalinho;Mato Grosso;78680-000;Brazil;(66) 3586-1480;(66) 3586-1480;;0;MT;;0
5103205;Biblioteca Pública Municipal Farol do Saber;Av. Tancredo Neves;27;Colíder;Mato Grosso;78500-000;Brazil;(66) 9633-2196;;;0;MT;;0
5103254;Biblioteca Pública Municipal Dante de Oliveira;Rua das Laranjeiras;s/n;Colniza;Mato Grosso;78335-000;Brazil;(66) 3571-2606;;;0;MT;;0
5103304;Biblioteca Pública Municipal Monteiro Lobato;Rua das Acácias;3468;Comodoro;Mato Grosso;78310-000;Brazil;(65) 3283-1424;;;0;MT;;0
5103361;Biblioteca Pública Municipal Rachel de Queiroz;Av. das Acácias;s/n;Conquista D'Oeste;Mato Grosso;78254-000;Brazil;(65) 3265-1144;(65) 3265-1144;;0;MT;;0
5103379;Biblioteca Pública Municipal Construindo Conhecimento;Rua José Amorim;17;Cotriguaçu;Mato Grosso;78330-970;Brazil;(66) 3555-1070;(66) 3555-1070;;0;MT;;0
5103403;Biblioteca Comum. Saber com Sabor Caetano;Rua Hércules Florence;s/n;Cuiabá;Mato Grosso;78015-152;Brazil;(65) 3315-3045;;;0;MT;;0
5103403;Biblioteca Pública Municipal Manoel Cavalcante Proença;Rua Barão do Melgaço;3677;Cuiabá;Mato Grosso;78005-800;Brazil;(65) 3617-1252;;;0;MT;;0
5103437;Biblioteca Municipal Maria Silvina;Av. Rio Branco;s/n;Curvelândia;Mato Grosso;78237-000;Brazil;(65) 3273-1301;;;0;MT;;0
5103452;Biblioteca Pública Municipal Luz do Saber;Av. Júlio Campos;1702;Denise;Mato Grosso;78380-000;Brazil;(65) 3342-1984;(65) 3342-1984;;0;MT;;0
5103502;Biblioteca Pública Municipal Monteiro Lobato;Rua Almirante Batista das Neves;s/n;Diamantino;Mato Grosso;78450-000;Brazil;(65) 3336-1276;;;0;MT;;0
5103601;Biblioteca Pública Municipal Professor Joaquim Alfredo Soares Vianna;Av. Cuiabá;145;Dom Aquino;Mato Grosso;78830-000;Brazil;(66) 3451-1520;(66) 3451-1236;;0;MT;;0
5103700;Biblioteca Municipal Dante M. de Oliveira;Rua São Miguel do Oeste;1162;Feliz Natal;Mato Grosso;78885-000;Brazil;(66) 9958-1821;;;0;MT;;0
5103809;Biblioteca Municipal Izodino Eduardo de Souza;Rua São Paulo;S/N;Figueirópolis D'Oeste;Mato Grosso;78290-000;Brazil;(65) 3235-1245;;;0;MT;;0
5103858;Biblioteca Pública Municipal Monteiro Lobato;Av. Brasil esquina c/13 de Julho;434;Gaúcha do Norte;Mato Grosso;78875-000;Brazil;(66) 3582-1226;;;0;MT;;0
5103908;Biblioteca Pública Municipal Major Catarino;Rua João Eduardo;s/n;General Carneiro;Mato Grosso;78620-000;Brazil;(66) 3416-1316;(66) 3416-1316;;0;MT;;0
5104104;Biblioteca Pública Municipal;Rua dos Cedros;s/n;Guarantã do Norte;Mato Grosso;78520-000;Brazil;(66) 9967-5103;;;0;MT;;0
5104203;Biblioteca Pública Municipal Padre Santo Cornélio Faresin;Rua João Pessoa;1122;Guiratinga;Mato Grosso;78760-000;Brazil;(66) 3431-3021;(66) 3431-3021;;0;MT;;0
5104526;Biblioteca Pública Municipal de Ipiranga do Norte;Rua das Pitangas;s/n;Ipiranga do Norte;Mato Grosso;78578-000;Brazil;(66) 3588-1829;(66) 3588-1596;;0;MT;;0
5104542;Biblioteca Pública Municipal Monteiro Lobato;Av. Rio Grande do Sul;s/n;Itanhangá;Mato Grosso;78579-000;Brazil;(66) 3578-1319;(66) 3578-1319;;0;MT;;0
5104559;Biblioteca Municipal Monteiro Lobato;Av. da Saúde;s/n;Itaúba;Mato Grosso;78510-000;Brazil;(66) 3561-1118;;;0;MT;;0
5104807;Biblioteca Pública Municipal Geraldo Gomes Faria;Rua Itararé;1353;Jaciara;Mato Grosso;78820-000;Brazil;(66) 3461-3008;(66) 3461-3008;;0;MT;;0
5104906;Biblioteca Pública Municipal Luiz Antônio Bernardino de Souza;Rua Ramiro Moraes Ghali;s/n;Jangada;Mato Grosso;78490-000;Brazil;(65) 3344-1453;;;0;MT;;0
5105002;Biblioteca Pública Municipal José de Alencar;Rua Gonçalves Dias;s/n;Jauru;Mato Grosso;78255-000;Brazil;(65) 3244-1550;;;0;MT;;0
5105101;Biblioteca Pública Municipal Rubert Arantes Abdalla;Av. José Alves Bezerra;411;Juara;Mato Grosso;78575-000;Brazil;(66) 3556-1819;;;0;MT;;0
5105150;Biblioteca Pública Municipal Professora Maria Santana;Av. dos Jambos;642;Juína;Mato Grosso;78320-000;Brazil;(66) 3566-2915;(66) 3566-8300;;0;MT;;0
5105176;Biblioteca Pública Municipal Monteiro Lobato;Rua Cerejeira;s/n;Juruena;Mato Grosso;78340-000;Brazil;(66) 3553-1661;(66) 3553-1661;;0;MT;;0
5105200;Biblioteca Pública Municipal Doutor Odilon de Oliveira;Av. JK;s/n;Juscimeira;Mato Grosso;78810-000;Brazil;(66) 9981-3948;;;0;MT;;0
5105259;Biblioteca Pública Municipal Monteiro Lobato;Av. São Paulo;63;Lucas do Rio Verde;Mato Grosso;78455-000;Brazil;(65) 3549-5511;(65) 3549-3424;;0;MT;;0
5105309;Biblioteca Pública Municipal de Luciara;Rua Deuzimar Viana Barros;s/n;Luciara;Mato Grosso;78660-000;Brazil;(66) 3528-1189;(66) 3528-1347;;0;MT;;0
5105606;Biblioteca Pública Municipal de Matupá;Rua Luiz Mena;s/n;Matupá;Mato Grosso;78525-000;Brazil;(66) 9903-4448;;;0;MT;;0
5105622;Biblioteca Municipal Deputado Airton Reis;Pç. Ataíde Pereira Leite;s/n;Mirassol d'Oeste;Mato Grosso;78280-000;Brazil;(65) 3241-1915;(65) 3241-1914;;0;MT;;0
5105903;Regina Joana Ecker;Av. Marechal Cândido Rondon;984;Nobres;Mato Grosso;78460-000;Brazil;(65) 3376-2656;;;0;MT;;0
5106109;Biblioteca Municipal Cilo Torres Seixas;Av. Coronel Botelho;458;Nossa Senhora do Livramento;Mato Grosso;78170-000;Brazil;;(65) 3351-1200;;0;MT;;0
5106158;Biblioteca Municipal Ernesto Neiverth;Av. José Francisco Otênio;s/n;Nova Bandeirantes;Mato Grosso;78565-000;Brazil;(66) 3572-1152;;;0;MT;;0
5108808;Biblioteca Pública Municipal Dom Canísio Klaus;Av. dos Migrantes;s/n;Nova Guarita;Mato Grosso;78508-000;Brazil;(66) 3574-1412;;;0;MT;;0
5106182;Biblioteca Municipal Lucilena Furtado Matos;Av. Irajá Fagundes;s/n;Nova Lacerda;Mato Grosso;78243-000;Brazil;(65) 3259-4100;(65) 3259-4100;;0;MT;;0
5108857;Biblioteca Pública Angelina da Silva;Rua Acre;s/n;Nova Marilândia;Mato Grosso;78415-000;Brazil;;;;0;MT;;0
5108907;Biblioteca Pública Municipal Solange Félix da Silva;Rua Eugênio Braga;03;Nova Maringá;Mato Grosso;78445-000;Brazil;(66) 3537-1509;;;0;MT;;0
5108956;Biblioteca Pública Municipal Osvaldo Lores Failde;Rua Manuel Rodrigues de Souza;s/n;Nova Monte Verde;Mato Grosso;78593-000;Brazil;;;;0;MT;;0
5106224;Biblioteca Pública Municipal Hilda Straenger Ribeiro;Av. das Araras;s/n;Nova Mutum;Mato Grosso;78450-000;Brazil;(65) 3308-5400;;;0;MT;;0
5106232;Biblioteca Municipal Belizário de Almeida;Av. Mato Grosso;795-S;Nova Olímpia;Mato Grosso;78370-000;Brazil;(65) 3332-1623;;;0;MT;;0
5106240;Biblioteca Pública Municipal Nova Ubiratã;Av. Tancredo Neves;1321;Nova Ubiratã;Mato Grosso;78888-000;Brazil;(66) 3579-1736;;;0;MT;;0
5106257;Biblioteca Pública Municipal Padre Arantes do Nascimento;Rua Vereador Francisco Albuquerque Milhomen;s/n;Nova Xavantina;Mato Grosso;78690-000;Brazil;(66) 9617-8889;;;0;MT;;0
5106273;Biblioteca Pública Municipal;Av. Kara José;395;Novo Horizonte do Norte;Mato Grosso;78570-000;Brazil;(66) 3559-1285;(66) 3559-1285;;0;MT;;0
5106265;Biblioteca Municipal Castro Alves;Trav. Alves Silva;s/n;Novo Mundo;Mato Grosso;78258-000;Brazil;(66) 3539-6073;;;0;MT;;0
5106315;Biblioteca Pública Municipal Minervino Pinto;Av. Serra Nova Dourada;s/n;Novo Santo Antônio;Mato Grosso;78674-000;Brazil;(66) 3548-1001;;;0;MT;;0
5106281;Biblioteca Pública Municipal Evanildes Barbosa de Souza;Rua Iraci Franco Martins;182;Novo São Joaquim;Mato Grosso;78000-625;Brazil;(66) 3479-1311;;;0;MT;;0
5106307;Biblioteca Pública Municipal de Paranatinga;Av. Mato Grosso;893;Paranatinga;Mato Grosso;78870-000;Brazil;(66) 3573-1331;(66) 3573-1331;;0;MT;;0
5106372;Biblioteca Municipal Josefina Giroldo Orlato;Av. Fernando Correa da Costa;s/n;Pedra Preta;Mato Grosso;78795-000;Brazil;(66) 3486-2197;;;0;MT;;0
5106422;Biblioteca Pública Municipal Rubem Alves;Av. Lions Internacional;1051;Peixoto de Azevedo;Mato Grosso;78530-000;Brazil;(66) 3575-1530;(66) 9606-2018;;0;MT;;0
5106455;Biblioteca Pública Municipal Monteiro Lobato;Av. Santo Ângelo;333;Planalto da Serra;Mato Grosso;78855-000;Brazil;(66) 3328-6382;(66) 3328-6308;;0;MT;;0
5106505;Biblioteca Pública Municipal Dom Luiz Galibert;Rua Tiradentes;s/n;Poconé;Mato Grosso;78175-000;Brazil;(65) 3345-3009;;;0;MT;;0
5106653;Biblioteca Pública Municipal José Medrado;Rua Esmeralda de Souza Lopes;s/n;Pontal do Araguaia;Mato Grosso;78698-000;Brazil;(66) 3401-5648;(66) 3401-7450;;0;MT;;0
5106703;Biblioteca Pública Municipal Professor José Martins da Silva;Rua Gerson Ribeiro Moura;s/n;Ponte Branca;Mato Grosso;78610-000;Brazil;;;;0;MT;;0
5106752;Biblioteca Pública Municipal Silva Pontes;Av. Municipal;1078 a;Pontes e Lacerda;Mato Grosso;78250-000;Brazil;(65) 3266-2143;(65) 3266-2143;;0;MT;;0
5106778;Biblioteca Pública Municipal de Porto Alegre do Norte Uma Ideia Cheia de Id;Rua Paraense;754;Porto Alegre do Norte;Mato Grosso;78655-000;Brazil;(66) 3569-1874;(66) 3569-1874;;0;MT;;0
5106802;Biblioteca Pública Municipal Abrigo da Leitura;Av. Diamantino;870;Porto dos Gaúchos;Mato Grosso;78560-000;Brazil;(66) 3526-1752;(66) 3526-1296;;0;MT;;0
5106828;Biblioteca Pública Municipal;Av. 13 de Maio;s/n;Porto Esperidião;Mato Grosso;78240-970;Brazil;(65) 3225-1105;;;0;MT;;0
5106851;Biblioteca Pública Municipal de Porto Estrela;Rua Pernambuco;s/n;Porto Estrela;Mato Grosso;78398-000;Brazil;(65) 3384-1160;(65) 3384-1244;;0;MT;;0
5107008;Biblioteca Pública Municipal Enio Milton Duarte;MT;130;Poxoréo;Mato Grosso;78800-000;Brazil;(66) 3436-1239;(66) 3436-1239;;0;MT;;0
5107040;Biblioteca Pública Municipal Carlos Drummond de Andrade;Av. Cuiabá;580;Primavera do Leste;Mato Grosso;78850-000;Brazil;(66) 3498-3321;(66) 3498-3333;;0;MT;;0
5107065;Biblioteca Pública Municipal Fonte do Aprendiz;Av. Mato Grosso;Lt- 01 Qd-06 s/n;Querência;Mato Grosso;78643-000;Brazil;(66) 3529-1218;(66) 3529-1298;;0;MT;;0
5107156;Biblioteca Municipal Reserva do Cabaçal;Av. Mato Grosso;222;Reserva do Cabaçal;Mato Grosso;78265-000;Brazil;(65) 3247-1131;;;0;MT;;0
5107180;Biblioteca Pública Municipal Castro Alves;Rua Mangabeira;170;Ribeirão Cascalheira;Mato Grosso;78675-000;Brazil;(66) 9604-4216;(66) 9604-4216;;0;MT;;0
5107198;Biblioteca Municipal de Ribeirãozinho;Rua Couto Magalhães;s/n;Ribeirãozinho;Mato Grosso;78613-000;Brazil;(66) 3415-1402;;;0;MT;;0
5107578;Biblioteca Pública Municipal Professora Aurineide Alves Macedo de Souza Lei;Rua Suruí;s/n;Rondolândia;Mato Grosso;78338-000;Brazil;(66) 3542-1092;;;0;MT;;0
5107602;Biblioteca Municipal Rachid J. Mamede;Av. Cuiabá;792;Rondonópolis;Mato Grosso;78700-000;Brazil;(66) 3411-5132;;;0;MT;;0
5107602;Biblioteca Pública Municipal Manoel Severino da Silva;Rua Felinto Miller;1131;Rondonópolis;Mato Grosso;78700-000;Brazil;(66) 3411-5173;;;0;MT;;0
5107701;Biblioteca Pública Municipal Antônio Tolentino de Almeida;Pç. Manoel Loureiro;73;Rosário Oeste;Mato Grosso;78470-000;Brazil;;;;0;MT;;0
5107768;Biblioteca Pública Municipal Preparando para o Futuro;Av. Flávio Luiz;2201;Santa Rita do Trivelato;Mato Grosso;78453-000;Brazil;(65) 3529-6161;;;0;MT;;0
5107263;Biblioteca Municipal Marechal Cândido Rondon;Av. Bandeirantes;s/n;Santo Afonso;Mato Grosso;78425-000;Brazil;(65) 3312-1121;;;0;MT;;0
5107800;Biblioteca Pública Municipal Marechal Cândido Mariano da Silva Rondon;Pç. da Bandeira;s/n;Santo Antônio do Leverger;Mato Grosso;78180-970;Brazil;() 9924-5469;;;0;MT;;0
5107859;Biblioteca Pública Municipal Erotildes da Silva Milhomem;Av. Araguaia;276;São Félix do Araguaia;Mato Grosso;78670-000;Brazil;(66) 8402-6780;(66) 3522-1606;;0;MT;;0
5107297;Biblioteca Municipal Maria Nogueira de Azevedo;Rua Castelo Branco;s/n;São José do Povo;Mato Grosso;78773-000;Brazil;(66) 3494-1023;;;0;MT;;0
5107305;Biblioteca Pública Municipal Dom Aquino;Av. Argentina;898;São José do Rio Claro;Mato Grosso;78435-000;Brazil;(66) 3386-2558;(66) 3386-1700;;0;MT;;0
5107354;Biblioteca Municipal Rubens Pereira de Araújo Filho;Rua Mato Grosso;113;São José do Xingu;Mato Grosso;78663-000;Brazil;(66) 3568-1109;(66) 3568-1666;;0;MT;;0
5107107;Biblioteca Pública Municipal Aneir Gonçalves Ferreira;Rua Doutor Gulherme Cardoso de Pinto;662;São José dos Quatro Marcos;Mato Grosso;78285-000;Brazil;(65) 3251-2081;;;0;MT;;0
5107404;Biblioteca Pública Municipal Marielza Medeiros;Av. Presidente Dutra;s/n;São Pedro da Cipa;Mato Grosso;78835-000;Brazil;(66) 8118-2333;;;0;MT;;0
5107875;Biblioteca Pública Municipal Centro do Saber;Rua do Barbado;s/n;Sapezal;Mato Grosso;78365-000;Brazil;(65) 3383-1141;(65) 3383-1141;;0;MT;;0
5107883;Biblioteca Pública Municipal Maria Zelma Rodrigues Correa;Rua dos Esportes;s/n;Serra Nova Dourada;Mato Grosso;78668-000;Brazil;(66) 3473-1008;(66) 3473-1008;;0;MT;;0
5107909;Biblioteca Municipal Professora Regina Helena B. Morgatto;Av. Governador Júlio Campos;s/n;Sinop;Mato Grosso;78550-000;Brazil;(66) 3511-1940;;;0;MT;;0
5107925;Biblioteca Pública Municipal Monteiro Lobato;Av. Natalino João Brescansin;1220;Sorriso;Mato Grosso;78890-000;Brazil;(66) 3544-5648;;;0;MT;;0
5107941;Biblioteca Pública de Tabaporã Dra. Andréia de C. P. Furtado;Av. Comendador José Pedro Dias;s/n;Tabaporã;Mato Grosso;78563-000;Brazil;(66) 3557-1611;;;0;MT;;0
5107958;Biblioteca Municipal Viviane Costa dos Santos Ferro;Av. Brasil;377;Tangará da Serra;Mato Grosso;78300-000;Brazil;(65) 3311-5131;;;0;MT;;0
5108006;Biblioteca Pública Municipal de Tapurah;Av. das Flores;1210;Tapurah;Mato Grosso;78573-000;Brazil;(66) 3547-1178;;;0;MT;;0
5108105;Biblioteca Municipal;Rua Humberto Marcílio;s/n;Tesouro;Mato Grosso;78775-000;Brazil;;;;0;MT;;0
5108204;Biblioteca Pública Municipal Professor Pedro Alberto Reisdorfer;Rua 15 Novembro;s/n;Torixoréu;Mato Grosso;78695-000;Brazil;(66) 9991-8554;;;0;MT;;0
5108303;Biblioteca Pública Municipal União do Sul;Rua Joaçubi;46;União do Sul;Mato Grosso;78543-000;Brazil;(66) 3540-1125;;;0;MT;;0
5108352;Biblioteca Municipal Professor Sílvio Antônio Dias;Av. Tancredo Neves;s/n;Vale de São Domingos;Mato Grosso;78253-000;Brazil;(65) 3268-1010;;;0;MT;;0
5108402;Biblioteca Pública Municipal Maria da Glória Freire;Av. Felinto Miller;946;Várzea Grande;Mato Grosso;78110-000;Brazil;(65) 3688-3636;;;0;MT;;0
5108501;Biblioteca Municipal Nilza de Oliveira Pepino;Av. Caracol;1818;Vera;Mato Grosso;78880-000;Brazil;(66) 3583-2334;;;0;MT;;0
5105507;Biblioteca Pública Municipal Dom Antônio Rolim de Moura;Rua Pouso Alegre;s/n;Vila Bela da Santíssima Trindade;Mato Grosso;78245-000;Brazil;(65) 3259-1517;(65) 3259-1517;;0;MT;;0
5108600;Biblioteca Pública Municipal Antídia Coutinho;Av. Perimetral Leste;s/n;Vila Rica;Mato Grosso;78645-000;Brazil;(66) 3554-1309;(66) 3554-1111;;0;MT;;0
5000203;Biblioteca Pública Municipal Rui Aires de Freitas;Rua Doutor Munir Thomé;11;Água Clara;Mato Grosso do Sul;79680-000;Brazil;(67) 3239-1122;;;0;MS;;0
5000252;Biblioteca Pública Municipal Rui Barbosa;Rua Maria Teodora de Freitas Nery;352;Alcinópolis;Mato Grosso do Sul;79530-000;Brazil;(67) 3260-1321;(67) 3260-1321;;0;MS;;0
5000609;Biblioteca Municipal Antônio Carlos Ferreira de Brito;Rua Rui Barbosa;3572;Amambaí;Mato Grosso do Sul;79990-000;Brazil;(67) 3481-5075;;;0;MS;;0
5000708;Biblioteca Municipal Manuel Bandeira - Virtual;Rua João Leite Ribeiro;s/n;Anastácio;Mato Grosso do Sul;79210-000;Brazil;(67) 3245-2932;;;0;MS;;0
5000807;Biblioteca Pública Municipal de Amarilândia -  Marilândia;Av. Brasil;856;Anaurilândia;Mato Grosso do Sul;79770-900;Brazil;(67) 3445-1113;(67) 3445-1113;;0;MS;;0
5000856;Biblioteca Pública Municipal Eurides Telis de Paula;Rua Francisco Marcolino da Costa;s/n;Angélica;Mato Grosso do Sul;79785-000;Brazil;;;;0;MS;;0
5000906;Biblioteca Pública Municipal Luzia Moreira dos Santos;Rua Genésio Flores Vieira;370;Antônio João;Mato Grosso do Sul;79910-000;Brazil;(67) 9971-5160;;;0;MS;;0
5001003;Biblioteca Pública Municipal Washington Rodrigues de Mello;Av. Presidente Vargas;4363;Aparecida do Taboado;Mato Grosso do Sul;79570-000;Brazil;(67) 3565-4646;;;0;MS;;0
5001102;Biblioteca Pública Municipal Francisco Alves Corrêa;Rua Teodoro Rondon;s/n;Aquidauana;Mato Grosso do Sul;79200-000;Brazil;(67) 3241-2050;;;0;MS;;0
5001243;Biblioteca Pública Municipal Monteiro Lobato;Rua D. Pedro II;s/n;Aral Moreira;Mato Grosso do Sul;79930-000;Brazil;(67) 3488-1857;(67) 3488-1857;;0;MS;;0
5001508;Biblioteca Pública Municipal Francisco Antônio de Souza;Rua Joaquim Murtinho;s/n;Bandeirantes;Mato Grosso do Sul;79430-000;Brazil;;;;0;MS;;0
5001904;Biblioteca Pública Municipal Geni Romanini Businaro;Av. Padre Anchieta;600c;Bataguassu;Mato Grosso do Sul;79780-000;Brazil;(67) 3541-2122;;;0;MS;;0
5002001;Biblioteca Pública Municipal;Av. Brasil;1509;Batayporã;Mato Grosso do Sul;79760-000;Brazil;(67) 3443-2182;;;0;MS;;0
5002100;Biblioteca Pública Municipal;Av. Conde de Porto Alegre;s/n;Bela Vista;Mato Grosso do Sul;79260-000;Brazil;(67) 3932-1015;;;0;MS;;0
5002159;Biblioteca Pública Municipal Marcolino Penajo Flores;Rua Manoel Alves da Silva;204;Bodoquena;Mato Grosso do Sul;79390-000;Brazil;(67) 9979-6766;;;0;MS;;0
5002209;Biblioteca Pública Municipal Simplício de Assis;Rua Pérsio Schaman;s/n;Bonito;Mato Grosso do Sul;79290-000;Brazil;(67) 3255-2660;;;0;MS;;0
5002308;Biblioteca Pública Municipal Senador Ramez Tebet;Pç. da Bíblia;s/n;Brasilândia;Mato Grosso do Sul;78670-000;Brazil;(67) 9609-9800;;;0;MS;;0
5002407;Biblioteca Pública Municipal Doutor Camilo Hermelindo da Silva;Av. 15 de Novembro;520;Caarapó;Mato Grosso do Sul;79940-000;Brazil;(67) 3453-3688;;;0;MS;;0
5002605;Biblioteca Pública Municipal Professor Benedito Alves Bonfim;Rua Pedro Celestino;298;Camapuã;Mato Grosso do Sul;79420-000;Brazil;(67) 3286-2303;;;0;MS;;0
5002704;Biblioteca Pública Municipal Anna Luiza Prado Bastos;Rua Francisco Cândido Xavier;s/n;Campo Grande;Mato Grosso do Sul;79002-052;Brazil;(67) 3314-3209;;;0;MS;;0
5002902;Biblioteca Municipal Professor César Mazini;Rua Pedro Pereira de Almeida;s/n;Cassilândia;Mato Grosso do Sul;79540-000;Brazil;(67) 3596-1457;;;0;MS;;0
5002951;Biblioteca Pública Municipal;Av. 11;802;Chapadão do Sul;Mato Grosso do Sul;79560-000;Brazil;(67) 3562-6644;;;0;MS;;0
5003108;Biblioteca Pública Municipal Cristovão Ferreira;Rua José Bonifácio;s/n;Corguinho;Mato Grosso do Sul;79460-000;Brazil;(67) 3250-1077;;;0;MS;;0
5003157;Biblioteca Pública Municipal Elpídio Reis;Rua Rachid Saldanha Derzi;758;Coronel Sapucaia;Mato Grosso do Sul;79995-000;Brazil;(67) 3483-1144;;;0;MS;;0
5003207;Biblioteca Pública Municipal Lobivar de Matos;Pç. da República;119;Corumbá;Mato Grosso do Sul;79301-140;Brazil;(67) 3231-5757;(67) 3231-5757;;0;MS;;0
5003256;Biblioteca Pública Municipal Carlos Drummond de Andrade;Rua José Pereira da Silva;649;Costa Rica;Mato Grosso do Sul;79550-000;Brazil;(67) 3247-7087;(67) 3247-7000;;0;MS;;0
5003306;Biblioteca Pública Municipal Odilon Ferreira;Rua Virginia Ferreira;185;Coxim;Mato Grosso do Sul;79400-000;Brazil;(67) 3291-1162;;;0;MS;;0
5003454;Biblioteca Pública Municipal Rui Barbosa;Rua Dom Pedro II;s/n;Deodápolis;Mato Grosso do Sul;79790-000;Brazil;;;;0;MS;;0
5003488;Biblioteca Pública Municipal;Rua Felícia Emiko Kawamura Sakitani;s/n;Dois Irmãos do Buriti;Mato Grosso do Sul;79215-000;Brazil;(67) 3243-1122;(67) 3243-1122;;0;MS;;0
5003504;Biblioteca Pública Municipal;Rua Afonso Pena;s/n;Douradina;Mato Grosso do Sul;79880-000;Brazil;(62) 3412-1208;;;0;MS;;0
5003702;Biblioteca Municipal Vicente de Carvalho;Rua Hilda Bergo Duarte;s/n;Dourados;Mato Grosso do Sul;79806-000;Brazil;(67) 3411-7166;;;0;MS;;0
5003751;Biblioteca Pública Municipal Paulo Moisés de Oliveira;Rua Tancredo Neves;s/n;Eldorado;Mato Grosso do Sul;79970-000;Brazil;(67) 4731-1301;;;0;MS;;0
5003900;Biblioteca Pública Municipal Professor Acioly de Souza Almeida;Av. Moisés Galvão;1385;Figueirão;Mato Grosso do Sul;79428-000;Brazil;(67) 3274-1062;;;0;MS;;0
5004007;Biblioteca Pública Municipal;Av. Presidente Vargas;s/n;Glória de Dourados;Mato Grosso do Sul;79730-000;Brazil;;;;0;MS;;0
5004106;Biblioteca Municipal;Pç. Coronel Camisão;s/n;Guia Lopes da Laguna;Mato Grosso do Sul;79230-000;Brazil;(67) 9941-0949;;;0;MS;;0
5004304;Biblioteca Municipal Marcílio Augusto Pinto;Pç. Marcílio Augusto Pinto;s/n;Iguatemi;Mato Grosso do Sul;79960-000;Brazil;(67) 9613-5040;;;0;MS;;0
5004403;Biblioteca Municipal;Av. Juracy Luís de Castro;623;Inocência;Mato Grosso do Sul;79580-000;Brazil;(67) 3574-1245;;;0;MS;;0
5004502;Biblioteca Pública Municipal Professor Cassiano Shirata;Rua 7 de Setembro;s/n;Itaporã;Mato Grosso do Sul;79890-000;Brazil;;;;0;MS;;0
5004601;Biblioteca Pública Municipal Rui Barbosa;Rua Paulo Petri;568;Itaquiraí;Mato Grosso do Sul;79965-000;Brazil;(67) 3476-1373;(67) 3476-1110;;0;MS;;0
5004700;Biblioteca Pública Municipal Castro Alves;Rua Francisco Pieretti;s/n;Ivinhema;Mato Grosso do Sul;79740-000;Brazil;;;;0;MS;;0
5004809;Biblioteca Pública Municipal;Rua 06;s/n;Japorã;Mato Grosso do Sul;79985-000;Brazil;(67) 3475-1204;(67) 3475-1204;;0;MS;;0
5004908;Biblioteca Pública Municipal Mário Xavier Cardoso;Pç. José Serafim Ribeiro;s/n;Jaraguari;Mato Grosso do Sul;79740-000;Brazil;;;;0;MS;;0
5005004;Biblioteca Pública Municipal Rita Carmem Braga Lima;Rua Tenente Coronel Juvêncio;547;Jardim;Mato Grosso do Sul;79240-000;Brazil;(67) 3251-1507;;;0;MS;;0
5005103;Biblioteca Pública Municipal Etelvino Mendes de Oliveira;Rua Antônio Bernardo dos Santos;s/n;Jateí;Mato Grosso do Sul;79720-000;Brazil;;;;0;MS;;0
5005152;Biblioteca Pública Municipal Dirce Conceição de Lima Silva;Rua Tiradentes;s/n;Juti;Mato Grosso do Sul;79955-970;Brazil;(67) 3463-1284;;;0;MS;;0
5005202;Biblioteca Pública Municipal Professor Severino Venâncio da Silva;Rua Corumbá;s/n;Ladário;Mato Grosso do Sul;79370-000;Brazil;(67) 3226-2342;;;0;MS;;0
5005400;Biblioteca Pública Municipal Professor Antônio de Paula Marques Costa;Av. Mário Correa;s/n;Maracaju;Mato Grosso do Sul;79150-000;Brazil;(67) 3454-4211;;;0;MS;;0
5005608;Biblioteca Pública Municipal Dona Henriqueta Rebuá Siufi;Rua Benjamin Constant;s/n;Miranda;Mato Grosso do Sul;79380-000;Brazil;(67) 3242-2389;;;0;MS;;0
5005681;Biblioteca Pública Municipal Ednor de Castro;Rua Voluntários da Pátria;s/n;Mundo Novo;Mato Grosso do Sul;79980-000;Brazil;(67) 3474-1681;(67) 3474-1163;;0;MS;;0
5005707;Biblioteca Pública Municipal Dom Aquino Corrêa;Rua Henrique Dias;42;Naviraí;Mato Grosso do Sul;78950-000;Brazil;(67) 3461-5838;;;0;MS;;0
5006002;Biblioteca Pública Municipal Celso Mariano -  Adriano Garcia;Pç. Joaquim Bento;s/n;Nova Alvorada do Sul;Mato Grosso do Sul;79140-000;Brazil;(67) 3456-1530;;;0;MS;;0
5006200;Biblioteca Pública Municipal Maria Batel Ortega;Av. Eurico Soares Andrade;1820;Nova Andradina;Mato Grosso do Sul;79750-000;Brazil;(67) 3441-5806;;;0;MS;;0
5006309;Biblioteca Pública Municipal Nancylta Salgueiro Dias;Trav. 13 de Maio;s/n;Paranaíba;Mato Grosso do Sul;79500-000;Brazil;(67) 3669-0027;;;0;MS;;0
5006358;Biblioteca Pública Municipal Doutor Mitsuro Saito;Av. Marechal Dutra;251;Paranhos;Mato Grosso do Sul;79925-000;Brazil;(67) 3480-1309;(67) 3480-1309;;0;MS;;0
5006408;Biblioteca Pública Municipal Carlos Henrique Schrader;Rua Bela Vista;45;Pedro Gomes;Mato Grosso do Sul;79410-000;Brazil;(67) 3230-2005;;;0;MS;;0
5006606;Biblioteca Municipal Doutor João Portela Freire;Rua Antônio João;s/n;Ponta Porã;Mato Grosso do Sul;79900-000;Brazil;(67) 3432-1680;;;0;MS;;0
5006903;Biblioteca Pública Municipal Amadeu Santos e Silva;Av. Laranjeiras;264;Porto Murtinho;Mato Grosso do Sul;79280-000;Brazil;(67) 3287-1784;(67) 3287-1784;;0;MS;;0
